FIB_high_1	FIB_low_1	FIB_low_2	FIB_high_3	FIB_low_3	FIB_high_4	FIB_low_4
ENSMUSG00000040485	0	7	3	0	2	0	2
ENSMUSG00000040488	3601.93654968003	2903	4511.47313836293	5734.42629333263	6037.40850116262	5500.12800403601	5707
ENSMUSG00000040489	3	3	2	2	3	0	1
ENSMUSG00000040490	0	0	0	0	0	0	0
ENSMUSG00000040495	4	0	2	4	0	0	2
ENSMUSG00000040498	0	0	0	0	0	0	0
ENSMUSG00000040502	30	47	65	19	19	24	36
ENSMUSG00000040505	1	0	0	1	0	1	0
ENSMUSG00000040506	671	509	602	824	796	835	743
ENSMUSG00000040511	1208	1058	891	806	629	700	560
ENSMUSG00000040514	0	0	0	0	0	0	0
ENSMUSG00000040520	523.418950139324	508.228532668557	607.27435313531	457.58278671069	538.704499963551	550.805889695525	554.46575167758
ENSMUSG00000040521	884.912568414971	1089.99733132215	960.923568298158	723.118523989051	750.657368168412	766.417316155297	832.226096545824
ENSMUSG00000040522	0	0	0	0	0	0	0
ENSMUSG00000040524	1931	1903	2145	2496	2797	2462	2405
ENSMUSG00000040525	0	0	0	0	0	0	0
ENSMUSG00000040528	12.0085449402088	9.32782542470671	6	2.02307536662014	1.01240692740742	2.00138060884371	10.2869029960113
ENSMUSG00000040532	628.335245694829	651.127418359552	711.294371835849	470.271080416541	654.679172414863	498.653249036285	659.459637737679
ENSMUSG00000040533	0	0	0	0	1	0	0
ENSMUSG00000040536	6.18994133901516	1.71732267991946	1.08667632673054	6.6856995634796	2.53353534973892	2.10348831266883	3.52869781082582
ENSMUSG00000040537	20	14.0100499549439	11.4233550708639	10	21	6	19
ENSMUSG00000040540	1204.3709438555	1178.94623909602	1612.92177455892	2140.42114472879	2219.39321038078	1781.81699028537	1858.35716611317
ENSMUSG00000040541	0	0	0	0	0	0	0
ENSMUSG00000040543	5	10	3	8	4	8	7
ENSMUSG00000040548	676.194936262698	503.734131966593	628.028255602413	624.151982222325	593.77837892058	490.471274035066	517.073405571322
ENSMUSG00000040549	2550	3015	2872	3150	3424	2370	2764
ENSMUSG00000040550	1306.68101081943	1501.31095693589	1216.26427921764	817.66877393955	776.127883821295	721.824073407499	794.89208319713
ENSMUSG00000040552	16.02292120643	14.0218956171056	8.03452696706167	0	1.00453319455843	1.00114117442016	1.01765750294936
ENSMUSG00000040554	10.0649414928515	3.35747573755012	5.48457138279598	9.03617938287819	21.7272319735332	8.05265590508457	5.38882103832248
ENSMUSG00000040557	103	95	113	373.19607571636	350	330	311
ENSMUSG00000040560	714	467	676	707	676	734	686
ENSMUSG00000040562	2641.92257098723	2034.36589549189	2529.8438285237	3683.50439076659	3089.96359694545	3808.06458049202	3569.81007116817
ENSMUSG00000040563	514	341	488	531	391	587	472
ENSMUSG00000040564	0	0	6	11	19	14	22
ENSMUSG00000040565	1719	1676	1746	1470	1915	1669	1767
ENSMUSG00000040569	0	0	0	10	13	21	13
ENSMUSG00000040570	6	15	12	3	3	7	2
ENSMUSG00000040576	0	0	0	0	0	0	0
ENSMUSG00000040583	0	0	0	1	0	0	0
ENSMUSG00000040584	6.42683705820118	25.9459529731825	8.16567487977009	3.34006942690963	4.28944881668128	4.43424809180619	6.42046000977919
ENSMUSG00000040586	512.485924597306	511	487	598	670	557	621.136407060387
ENSMUSG00000040591	276.93657408428	253.712190686758	284.974668437135	315.049686062599	274.602467699772	308.391541315312	311.187338554896
ENSMUSG00000040592	0	0	0	0	0	0	0
ENSMUSG00000040594	361.98096942884	194.246940530118	199.773798964241	289.505053595503	195.049008547528	312.478114054053	191.034479049094
ENSMUSG00000040596	360.707513445469	303.154917023959	309.619754916611	271.232059239248	264.746232778156	253.980511763471	214.558283571029
ENSMUSG00000040599	586.918271204065	504.283587477656	430.620460464383	791.690966739538	633.664760479982	709.755391731416	624.174658191171
ENSMUSG00000040600	0	0	0	0	0	0	0
ENSMUSG00000040601	0	0	0	0	1.00120652339254	0	0
ENSMUSG00000040605	0	0	1	0	1	0	1
ENSMUSG00000040606	4.49500468239705	6.49379314642573	3.16044911144379	6.31633343796655	6.40099827445702	4.50881002493807	6.82576544932639
ENSMUSG00000040610	0	0	1	0	0	0	0
ENSMUSG00000040612	4282.32695398388	3852.60899348147	5106.31436327224	4721.66397137674	4774.84077657124	4416.98571267023	4274.83863738702
ENSMUSG00000040613	12.715379391013	15	6	19.9794315037155	13.4417873691746	22.4172849989586	12.2913582283931
ENSMUSG00000040614	0	0	0	0	0	0	0
ENSMUSG00000040616	0	1	2	2	1	2	1
ENSMUSG00000040618	451.896718117914	421.237316615735	641.951562510673	799.368822997916	722.47402553814	737.828336134919	813.986779661242
ENSMUSG00000040620	1357.60493413085	1225.70093189568	1156.12137523968	1263.00079963644	1350.33197892408	1126.48703523407	1044.61498191402
ENSMUSG00000040621	94.1800267941787	93.5887113385934	132.544152756717	164.271151062544	158.448190011216	145.740325749824	187.429029362004
ENSMUSG00000040624	7	15	8	6	7	10	12
ENSMUSG00000040627	4.00656888611037	0	1	5.01715487548146	2.13019490026892	2.00010786709839	0
ENSMUSG00000040629	1	0	0	0	1	1	0
ENSMUSG00000040631	552.635819507291	359.63471081948	569.75944572944	381.18574920371	390.049074779458	294.9071674672	295.389195457051
ENSMUSG00000040632	0	0	0	0	0	0	0
ENSMUSG00000040640	109.224601980396	72.0388207902705	61.5359562654841	125.906170225665	87.61744295884	141.794941904453	121.451750061301
ENSMUSG00000040648	937	788.035245664765	974	980.026721873456	1101	1029.00971566425	1062.00557590309
ENSMUSG00000040649	1	0	0	1	0	0	0
ENSMUSG00000040650	0	0	0	1.0006226372875	0	0	0
ENSMUSG00000040651	610.466706116512	501.115478089986	470.940873344683	643.594135671723	783.013670515223	800.99436862954	737.276457123103
ENSMUSG00000040652	2464.49972788324	2287.32406736852	2415.4250226529	2897.10627207467	2795.91376804229	2834.99057811631	2916.4956836673
ENSMUSG00000040653	0	0	0	0	0	0	0
ENSMUSG00000040657	0	0	0	0	0	0	0
ENSMUSG00000040658	700.963914644485	861.891957703883	697.970974749599	481.915764166776	372.858635808248	440.326270615097	375.87742525835
ENSMUSG00000040659	883	764	832	603	572	666	597
ENSMUSG00000040660	0	0	0	0	0	0	0
ENSMUSG00000040661	1511.96112579062	1322.9918790723	1356.29210083265	1456.95530885847	1483.91593918459	1499.96687796588	1328.659731734
ENSMUSG00000040663	2189	2078	1376	1805	1868	1752	1792
ENSMUSG00000040666	45.3414200750151	49.2611432793294	39	36	27.2465087784611	38.3969327231458	35.1315372540735
ENSMUSG00000040667	2242.40450826786	2466.36915335276	2137.57860599291	1973.26472125257	2042.02395296306	1919.56551035025	1916.18251207653
ENSMUSG00000040669	887	673	1053	1383	1307	1297	1362
ENSMUSG00000040675	2212	2295	2575	1614	1776	1668	1654
ENSMUSG00000040680	1.03622937820788	0	2.04775035099128	1.03388614990008	3.1118766685022	5.10764411369984	5.21328429104771
ENSMUSG00000040681	12703.6741025712	14171.4659035059	12305.8958428122	10863.5979915808	11628.3118852386	11015.9857964048	11409.6084053444
ENSMUSG00000040687	248.531071270988	178.380242380092	289.88133419659	232.252470439665	210.097983361783	225.751242299894	180.85501450182
ENSMUSG00000040688	2284.57694838075	1976.77269570387	1946.76020214547	1401.4500001974	1396.12478050545	1390.16791297307	1307.06468563623
ENSMUSG00000040690	11045	8839	11203	14914	14797	15385	13821
ENSMUSG00000040693	0	0	0	0	0	0	0
ENSMUSG00000040694	4	1	3	1	3	2	0
ENSMUSG00000040697	560	507	596	522	556	515	562
ENSMUSG00000040699	1498	1304	1451	1301	1303	1452	1433
ENSMUSG00000040701	327.551923164333	308.175559719724	340.752742988039	340.229444762238	348.445729396975	385.036538479925	337.481871639584
ENSMUSG00000040703	2.03495468695225	5	6.0625258662131	9	19	15.0000105313754	5.00400950079921
ENSMUSG00000040705	0	0	0	0	0	0	0
ENSMUSG00000040706	0	0	0	0	0	0	0
ENSMUSG00000040710	9.62336412045124	9.44397219727925	6.07420964090569	10.9480825035206	7.6602375534923	11.5065259696245	21.3857682772632
ENSMUSG00000040711	4305.8385438318	3100.86084275786	4263.79169951386	5662.68613676558	5292.13809878655	5401.09811448113	4988.3565136592
ENSMUSG00000040712	947	810	963	1117	1175	1137	1105
ENSMUSG00000040713	234	322	382	286	342	282	313
ENSMUSG00000040714	148.719588545813	49.0093992980473	93.2364407335222	163.715117369556	80.8810243225643	219.683676624186	124.563742264444
ENSMUSG00000040715	208.829382681565	202.791267597765	142.700518547486	242.649843240224	196.448775418995	214.548681564246	221.630630614525
ENSMUSG00000040717	508.306778704996	357.862731218083	660.735500233376	1295.47514646924	1211.23926326894	1198.8850906454	1021.74707899644
ENSMUSG00000040720	2122	1715	2040	2050	2071	2016	1989
ENSMUSG00000040721	56	17.4781982824034	35.0894344717505	57	51.8550918374157	68.0599230883408	44.6131849380839
ENSMUSG00000040722	144.497512965382	91.7983698782694	117.913773017934	191.558502476078	126.339577888909	208.981411420384	179.118436369609
ENSMUSG00000040723	7.31216099352801	18.0685784458698	11.2504889761321	6.49597322035926	3.12833320709529	9.05692982141011	7.5643872189512
ENSMUSG00000040724	11.4194704605913	13.5816627318551	6.19793288936681	5.28428914945094	2.55415815303391	2.32202015303215	7.55334497776479
ENSMUSG00000040725	2028.15023002018	1738.98903214285	2231.46550656897	1947.09679411779	2046.76420407909	1834.39511595639	1443.4020855233
ENSMUSG00000040726	0	0	0	0	0	0	0
ENSMUSG00000040728	0	0	0	0	0	0	1
ENSMUSG00000040729	24.2579739088684	32	19.5902778848133	5.76151587224682	4	2	4
ENSMUSG00000040731	8966.12193901976	8608.68032954622	9081.59190447327	7443.39017351383	7581.45511770052	7224.41281647902	7040.10828639101
ENSMUSG00000040732	13	3	10	26	8	17	15
ENSMUSG00000040734	755	650	964	705	777	807	744
ENSMUSG00000040738	1335.17277076505	1406.00638091732	1385.94537012949	1169.83447558685	1294.25996889969	1108.69825095822	1231.55640810335
ENSMUSG00000040740	5.00097599965135	1	3	1.00047438744057	0	2	0
ENSMUSG00000040746	641.634378018266	601	729.555666520937	1103.80852625018	1248.62032454816	1048.51018301269	1067.49363048585
ENSMUSG00000040747	5	0	1	0	0	0	0
ENSMUSG00000040749	590.912041702428	452.73758535389	397.334632762295	402.986902640827	272.994956765933	261.653085612284	199.949547807889
ENSMUSG00000040751	4.14872426933204	2.04424101105438	0	0	0	1.72739261324045	0
ENSMUSG00000040752	0	0	0	0	0	0	0
ENSMUSG00000040759	0	0	0	0	0	0	0
ENSMUSG00000040760	1872.08280664064	1596.66733637314	1620.58427400426	1847.45096212616	1898.58985350018	1856.53613563871	1740.2519535741
ENSMUSG00000040761	2243	2083.56737557819	2095.79435020203	2210	2706.18756167251	2117.18178537279	2330.00766655009
ENSMUSG00000040767	302	304	299	241	213	247	239
ENSMUSG00000040770	0	0	0	0	0	0	0
ENSMUSG00000040771	594	703	612	806	742	746	780
ENSMUSG00000040774	658	675.988892662872	578	719	742.904357466275	740	718.962852495603
ENSMUSG00000040775	0	0	0	0	0	2	0
ENSMUSG00000040782	1977.42507733203	1826.34850307434	1826.17793054931	1566.44433784693	1724.87802691713	1565.8452692399	1563.60719817041
ENSMUSG00000040785	2048.63487250869	1570.37924406502	2107.226838744	1986.61698196266	2422.93759922469	2060.45263549327	2776.75270423039
ENSMUSG00000040794	2	0	1	3	0	4	0
ENSMUSG00000040795	187.617668477927	123.937708068048	148.821406176397	231.902479681911	182.669762778356	261.003240265727	210.194097129237
ENSMUSG00000040797	6.00440118065836	0	0	5.19955335632719	1.01231755262911	3.00526310454883	4.22203646835219
ENSMUSG00000040808	0	0	0	1	0	0	0
ENSMUSG00000040809	0	0	0	0	0	0	0
ENSMUSG00000040811	17	34	30	16	59	26	42
ENSMUSG00000040812	1.16385261009697	1	1	5.3291395588001	2.07748863708061	6.7049556660932	3.11879549567983
ENSMUSG00000040813	2522	2185.35936503284	2293.77049615492	2216.61516197939	1978	2233	2023.29745776802
ENSMUSG00000040818	276.690207393213	211.345169402261	188.818206593264	361.481909586874	345.373929963101	382.542243259955	361.85957541741
ENSMUSG00000040820	190.25866149536	92.5926670035781	173.648857852474	235.925596467513	229.403502320831	197.943149197598	252.669633266912
ENSMUSG00000040822	445.874378422063	547.135527344988	559.080386686201	455.983998103565	529.255787996585	501.249690944442	486.547795935939
ENSMUSG00000040824	3690	4149.32377984181	3133.99904791298	2680.99602315369	2779	3028.9959084997	2938.94382808549
ENSMUSG00000040828	7	2	6	9	14	18	15
ENSMUSG00000040829	4	14	3	6.71041853644453	1	4	0
ENSMUSG00000040836	1278.51577228625	1230.72893383497	1336	1393.4316083592	1542.41596006958	1357.83827057518	1502.60244570646
ENSMUSG00000040838	0	0	0	0	0	0	0
ENSMUSG00000040840	81.446966814862	59.5146804956759	54.648155920106	109.626496283085	93.8303129844865	123.763271527329	129.712688946038
ENSMUSG00000040841	713	564	769	1390	1481	1377	1363
ENSMUSG00000040842	3324.82387747796	2837.62398924412	2773.64307349286	2842.82313923023	2784.84122652848	2871.56991955742	2590.7934587196
ENSMUSG00000040843	888	1042.93393477228	1001	951.9012378791	1266.92014734134	948.686100226227	1176.85255845843
ENSMUSG00000040848	360	474	652	516	781	576	631
ENSMUSG00000040850	2620	2403	2573	2118	2355	2399	2308
ENSMUSG00000040852	1215.22274098537	1070.5818465281	1225.1096646844	1884.57277401862	2040.34434729368	1862.22467861601	1834.4494872818
ENSMUSG00000040855	12.1738004383224	10.0252817310754	15.0511656352482	38.0373815601962	23.4141367399279	30.2474295641289	19.0738858777002
ENSMUSG00000040856	249	430	203	442	409	258	339
ENSMUSG00000040857	2564	2427	2691	2056	2449	2019	2148
ENSMUSG00000040859	831.000391956541	671.001592639403	789.072250337182	1048.00662789167	1008.00501237091	1005.0052184593	921.02629492232
ENSMUSG00000040860	627	574	886	1191	1250	1166	1084
ENSMUSG00000040865	1187.37852336946	992.306347756132	707.956328089371	1318.22914129273	1510.65046484886	1287.46682556348	1454.17913887573
ENSMUSG00000040866	0	1	1	1	0	0	0
ENSMUSG00000040867	5	3	12	20	52	27	47
ENSMUSG00000040875	179	206	213	173	225	196	232
ENSMUSG00000040877	102.098199984114	85.0199049186841	105.996441278932	198.313945305136	209.491758741611	138.681362849489	205.431663910239
ENSMUSG00000040883	140.403001712425	67.696938898033	80.5358963398593	187.875479450362	140.943399221395	189.787856639865	168.329285799224
ENSMUSG00000040888	834.903299854794	848.193765832178	817.046573160467	640.94148075099	611.598229541412	607.078220681696	620.371200447325
ENSMUSG00000040891	0	0	1	0	3	0	0
ENSMUSG00000040896	0	0	1	0	0	0	0
ENSMUSG00000040899	0	0	0	0	0	0	0
ENSMUSG00000040901	0	0	0	0	0	0	0
ENSMUSG00000040904	404.773442509406	355.417409971086	273.525476202475	236.793718887292	159.601945788737	203.929279270723	151.607576332485
ENSMUSG00000040907	0	1.99824643744928	2.99972010980448	0.999131326526304	3.0153279616376	0.999188440039784	0.999198545273406
ENSMUSG00000040913	580.919128332642	552	520	707.564178212747	677.931111783671	685.876023179905	602.482098006239
ENSMUSG00000040918	447	522	441	278	305	224	236
ENSMUSG00000040919	3	4	0	2	2	2	1
ENSMUSG00000040928	1227.27576948598	1075.75891475703	972.62965381468	1368.95506592395	1424.22413505545	1544.49129395281	1464.39313148997
ENSMUSG00000040929	988.039828112132	718.827488942207	567.448771321828	1045.33176848446	1034.96330051683	1213.00540088961	1038.18396619188
ENSMUSG00000040935	0	0	1	1	0	0	0
ENSMUSG00000040936	242	227	201	338	285	317.017777026354	259
ENSMUSG00000040938	22	31	22	6	14	9	12
ENSMUSG00000040940	3856.59049419871	3191.01408829094	4047.21709785585	4279.93412360209	4240.05632606175	4409.88894746887	4043.66684857867
ENSMUSG00000040943	338.451284835209	313.410909035328	175.260198038749	265.087530883972	107.458208330823	288.834867558666	233.849306519097
ENSMUSG00000040945	7270	8518	8523	6158	6969	6186	6636
ENSMUSG00000040950	0	1.51246237187122	0	0	1.01399435911194	0	1.06548736989188
ENSMUSG00000040952	12819.1731988576	13684.9088588245	11575.670603285	14003.6656753125	11462.1639783277	15070.9099900547	12887.6810622895
ENSMUSG00000040957	175.297450297346	77.1058064710016	110.262219184261	201.375211054655	216.171008958837	216.431746001264	206.645648846124
ENSMUSG00000040963	0	0	0	0	0	0	0
ENSMUSG00000040964	2036	1320	1609	1930	1750	1909	1602
ENSMUSG00000040966	0	0	0	1	0	1	1
ENSMUSG00000040969	0	0	0	0	0	0	0
ENSMUSG00000040972	0	0	0	0	0	0	0
ENSMUSG00000040978	0	0	0	0	0	0	0
ENSMUSG00000040985	0	0	0	0	0	0	0
ENSMUSG00000040987	0.791820976761352	1.28367926582501	2.11369494578856	10.2880095150911	6.81430068436539	9.51619782386159	11.0109781908194
ENSMUSG00000040990	3091.32383798194	3332.32802413094	2936.01900936233	1713.51246003356	2285.20292414174	1702.71811089975	2067.18129306563
ENSMUSG00000040997	1828.33333485313	1434.98844138356	1997.92126408777	2738.52076008114	2433.48645630306	2521.80438163421	2279.7809898257
ENSMUSG00000040998	1847	1178	1172	1194	964	930	767
ENSMUSG00000041000	88	43	81	96	68	93	61
ENSMUSG00000041009	0	0	0	0	0	0	1
ENSMUSG00000041012	0	3.02035145309258	0	1.0123781988316	0	1.01361302979293	0
ENSMUSG00000041014	1.00060710578528	1.00491432461371	0	2.18817775359105	1.17858367554398	0	1.0786123266252
ENSMUSG00000041020	0	0	0	0	0	1	0
ENSMUSG00000041025	1360.59003395045	1256.91545366101	1272.22851084662	1179.13078555719	1177.43668258126	1150.18254940434	1024.29317255657
ENSMUSG00000041028	3384.09428095248	3379.35537479062	3889.2709991388	3508.50318769019	3448.22177348957	3618.07499680069	3528.2616563637
ENSMUSG00000041035	403.080871667358	455	461	489.435821787253	463.068888216329	565.123976820095	524.517901993761
ENSMUSG00000041037	1329.22781628513	990.353881205041	974.984759351437	963.716312776977	938.432774743633	1004.61316038525	942.570611396097
ENSMUSG00000041040	811	719	723	826	900	876	821
ENSMUSG00000041044	0	0	0	1	0	0	0
ENSMUSG00000041046	0	0	0	0	0	0	3
ENSMUSG00000041052	0	0	3.44361461807596	4.02154841608984	1.02133807551849	2.15764781251068	2.41033408990748
ENSMUSG00000041057	3034	3479	2848	1712	2027	1735	1897
ENSMUSG00000041058	2132	1486	1516	1585.96341078027	1398.93978563937	1607.90197156539	1222
ENSMUSG00000041062	1	2	1	0	0	0	1
ENSMUSG00000041064	155	316	229	398	432	267	332
ENSMUSG00000041068	0	0	0	0	0	0	0
ENSMUSG00000041073	130	45	90	122	89	104	82
ENSMUSG00000041075	3491	3054	3210	2832	3112	2607	2712
ENSMUSG00000041078	4.05026258551398	3.0234845099122	1.01056292365515	5.79558676238588	3.03558365064471	4.09561116329404	6.85487960746324
ENSMUSG00000041079	252	161	176	153	142	155	152
ENSMUSG00000041084	2659.82208991488	3066.45516344118	3002.98071582828	2729.47649192627	2903.9198832606	2819.82620630597	3209.91182961516
ENSMUSG00000041096	1882	2041	1895	1975	2023	2221.95971620358	2200
ENSMUSG00000041112	6.38745531095105	6.01923475966285	4.04121968006123	4.26025676214711	9.26507880056	12.0893930678388	11.173796975244
ENSMUSG00000041115	525	307	519	884	760	885	717
ENSMUSG00000041117	29.7445231542512	42.6931881692512	46.7229900643322	65.7803805773877	92.5175210199551	76.5621397805696	66.9122254353743
ENSMUSG00000041119	135	115	113	317	246	253	236
ENSMUSG00000041120	2244	1516	1484	2062	1658	2128	1711
ENSMUSG00000041124	177.554532144507	0.0293160818034954	131.824503496963	0.118594836093841	25.8539425965742	6.46182101486579e-05	7.78703630925683
ENSMUSG00000041126	1439.9850465772	1359.93916311104	1400	2093.99083929442	2001.90173232405	2000	2069
ENSMUSG00000041130	2445	2577	2847	2563	2865	2580	2656
ENSMUSG00000041132	29.6253186120333	25.9440438408284	18.4748741982852	114.323860844967	130.775010452264	121.495824712392	133.123412350591
ENSMUSG00000041133	6629	6342	7402	7801	7045	6904	6130
ENSMUSG00000041134	2	0	0	0	1	0	2.01351195839013
ENSMUSG00000041135	586	625	374	172	208	221	216
ENSMUSG00000041138	0	0	0	0	0	0	0
ENSMUSG00000041141	0	0	0	0	0	0	0
ENSMUSG00000041143	248	256	298	245	302	258	232
ENSMUSG00000041144	14.6091378855932	7.11953834209737	9.04910778178419	20.167301772829	6.88180462474882	10.9994393107504	9.07872282229322
ENSMUSG00000041147	140.51426044847	291.656165333605	40.3021963220682	201.420411097304	4.49879984592627	0.0116150364381914	182.791911681349
ENSMUSG00000041153	246	260	182	285	206	238	193
ENSMUSG00000041161	248	222	262	237	230	248	212
ENSMUSG00000041164	1711	1385	1997	1683	1594	1641	1575
ENSMUSG00000041165	5	3	4	3	2	3	1
ENSMUSG00000041168	4884	4667	6302	5807	6083	5800	6046
ENSMUSG00000041180	81	88	78.3877740224535	147.376161983827	129.098998652227	160.116251560239	133.44391683789
ENSMUSG00000041187	517.897251791875	464.143043576443	606.568578072157	745.620635853935	721.701241711721	642.427762820475	662.923463382801
ENSMUSG00000041189	179	220	188	84	126	88	106
ENSMUSG00000041193	0	0	0	0	0	0	0
ENSMUSG00000041199	581	500	501	584	512	567	519
ENSMUSG00000041202	6.22240408684511	0	4.70624145546053	3.78037891695063	4.85260700914372	8.35936733464887	3.65971276573699
ENSMUSG00000041203	2659	2092	2290	2633	2280	2502	2198
ENSMUSG00000041205	12	5	6	11	4	13	3
ENSMUSG00000041215	1466.5256998665	1384.66605384497	1750.75513922429	1762.44447810914	1951.76821047156	1996.23428271101	1983.14915112899
ENSMUSG00000041216	5	9	9	17	23	14	15
ENSMUSG00000041219	1080	1265	963	1587	1408	957	1078
ENSMUSG00000041220	2007.78615417115	1420.38880125454	1702.43155363282	1273.93089798255	1362.10144073117	1367.67592750966	1335.09189750477
ENSMUSG00000041225	650.010612517271	743.016822268055	588.01228772852	752.009914627478	899.004180308	782.010182386982	957.395301067408
ENSMUSG00000041229	920	724	919	1033	1102	1038	1022
ENSMUSG00000041231	840.034788018573	773.972309496185	721.452737985564	711.674743114765	736.740565271388	768.600506607008	683.487209796342
ENSMUSG00000041235	3.00002929665376	5.00094050256485	3	4	0	8.0002616654572	5.00008011455896
ENSMUSG00000041236	2503.33937623238	1790.80208280243	1971.00800811137	2305.5657513497	1974.42368631919	2237.75729120171	1986.21809887921
ENSMUSG00000041237	0	0	0	0	0	0	0
ENSMUSG00000041238	917	832	756	935	882	878	831
ENSMUSG00000041241	458	440	484	499	500.922947182258	502	489
ENSMUSG00000041245	41	40.6793930122715	48	31.8016072075452	37	24	27.4761096678894
ENSMUSG00000041247	4.03684981575608	4.325643537337	4.78411156250508	1.00551171638223	1.00565408044266	1.38101446669208	2.01422443612145
ENSMUSG00000041248	0	0	1.00078342484979	2.00189515491639	0	1.00202104265166	1.00117154988043
ENSMUSG00000041255	0	1	2	0	1	0	3
ENSMUSG00000041258	1137	968.688921084307	1084	1316	1494.21927388548	1353.90572260591	1377.62118568126
ENSMUSG00000041261	66.3626132787889	50.0226734571098	60.0709026955742	66.3348550638743	33.4238309155435	54.1490038982883	53.0699319371121
ENSMUSG00000041263	485.37277536979	416.688592723462	523.150933567112	476.936126093464	493.152409279797	481.198090060533	544.764041089405
ENSMUSG00000041264	804.124145036872	925.257973213146	716.970001173586	1000.99539066609	1154.3509685204	941.289083091601	1073.3671607409
ENSMUSG00000041268	208.880533135173	197.86022455305	218.248272195317	165.307481701777	187.245245552746	248.170113523785	218.539555717702
ENSMUSG00000041272	488.780315378722	346.735142940586	293.497549482345	559.874338934603	536.521568437543	626.418585565836	523.799521519174
ENSMUSG00000041278	917	886	768	682	665	742	680
ENSMUSG00000041287	1	0	2	0	2	0	1
ENSMUSG00000041293	0	0	0	4	7	1	3
ENSMUSG00000041297	504.224099771617	485.438566807994	514.544166389502	544.702053963925	609.82875694011	381.474335291102	467.386365171908
ENSMUSG00000041298	1016.02622556488	792.43236014712	933.858746841511	1170.60007325006	1228.16016120672	1199.2491353097	1195.60704539346
ENSMUSG00000041301	0	0	0	0	0	0	0
ENSMUSG00000041303	936.574668987072	969.267875272801	994.674289404324	991.917737090252	1024.50932552967	961.782107170578	1052.37207522572
ENSMUSG00000041308	87.8740525062333	92.9189570592268	229.595023680637	159.617138311114	188.717380172105	229.177571938203	236.788563779328
ENSMUSG00000041309	0	0	0	0	0	0	0
ENSMUSG00000041313	3410.53404891456	2463.97182958639	3334.43520127079	2245.62639610303	2296.23289834893	2082.12446680538	2039.23136381709
ENSMUSG00000041319	960.106012993576	1076.95106128329	1098.7963410186	906.513683314757	916.065306459755	860.254509099037	876.553057290862
ENSMUSG00000041323	0	0	0	0	0	0	0
ENSMUSG00000041324	5737.54918625367	3391.0558460335	3507.15637861781	2354.34449240918	2114.79779351896	2121.77936461965	1591.49543849534
ENSMUSG00000041328	760.606660035247	889.499655061157	745.221633350222	1045.95304393636	1146.65414939179	852.129103819403	971.577499545446
ENSMUSG00000041329	22	16	17	45	28	32	27
ENSMUSG00000041333	0	0	0	0	0	0	0
ENSMUSG00000041341	1204.34681652091	1114.85484423755	1345.61904950951	1245.38295105002	1531.38778822742	1323.45961504679	1411.15035842621
ENSMUSG00000041343	124.801478295333	89.5837965564049	115.672954213424	183.658474098505	157	149.220688319995	140.999730274778
ENSMUSG00000041346	378	352	276	396	363	356	319
ENSMUSG00000041347	3	5	1	2	2	0	6
ENSMUSG00000041351	560	431	483	330	310	336	321
ENSMUSG00000041353	350	294	308.001014051629	389	380	457	355
ENSMUSG00000041354	1057	1052	1198	1161	1130	1232	1273
ENSMUSG00000041355	6382.24198984652	6642.31353869622	6771.721733737	6028.18654847469	6397.69712691147	6114.57118811536	6532.42503725569
ENSMUSG00000041358	1	6	3	1	0	0	0
ENSMUSG00000041359	0	0	0	2	1	0	0
ENSMUSG00000041360	3572.62888968173	3993.96743703764	3435.95850637149	2114.96405054268	2594.85609426397	2194.8477778746	2297.88744696025
ENSMUSG00000041361	28.3273367262204	27.427376304009	13	29.6204247852633	26.5146000637499	44.8263378508557	18.4002150971324
ENSMUSG00000041362	6	7	7	1	1	4	5
ENSMUSG00000041372	0	0	0	0	0	0	0
ENSMUSG00000041375	1117	1233	1099	1542	1737	1620	1638
ENSMUSG00000041377	2	2	1	0	0	0	0
ENSMUSG00000041378	0	0	0	0	0	0	0
ENSMUSG00000041380	0	0	0	1	1	1	2
ENSMUSG00000041390	881	673	659	928	984	982	842
ENSMUSG00000041396	26	43	22	33	54	52	44
ENSMUSG00000041399	0	0	0	0	0	0	0
ENSMUSG00000041406	678.720062445093	517.220850490077	505.983807271485	620.51067700965	622.488601116597	513.652758872149	503.116214934811
ENSMUSG00000041408	2050.79022680326	1988.9474693231	1891.44681244025	1812.91938214986	1926.08498603003	1788.51793833997	1688.10075194248
ENSMUSG00000041415	852.715112624993	959.219494091649	574.189263896334	900.372481022142	944.83087365831	1015.05705512418	985.219619335457
ENSMUSG00000041417	1467.08021091646	847.585365469386	840.336476042977	1847.57336387085	1355.94562793868	1560.43634344445	1123.73740716042
ENSMUSG00000041420	766.467950140154	698	982.636838108109	775.323637077597	858	844	921
ENSMUSG00000041423	149.816349818597	78.0475728239778	64.0163075328146	231.110899512692	146.360724685793	225.295527135464	150.136920773167
ENSMUSG00000041426	427.240836968796	473.401448566473	574.320342034784	366.238520362585	447.107312285128	415.15994187784	507.422527738187
ENSMUSG00000041429	230	229	254	312	315	352	322
ENSMUSG00000041431	1315.04144836519	1706.61132745469	1131.1941344105	1831.80153396489	1620.94171431216	1039.81432345367	1180.12204849736
ENSMUSG00000041438	1821.65500746648	1810.91131956335	1572.42155356259	981.784316232799	1059.16186407384	990.560587812053	1052.25141885286
